Source,relation,Target
小龙虾,需要,剥开
小龙虾,有,尾巴
小龙虾,有,爪子
小龙虾,可以,爆炒
小龙虾,可以,买卖
小龙虾,是,水产
小龙虾,需要,氧气
小龙虾,需要,制造
小龙虾,有,脚
小龙虾,可以,观赏
小龙虾,可以,麻辣
小龙虾,是,淡水类
小龙虾,是,甲壳类
小龙虾,是,小的
小龙虾,像,河虾
小龙虾,像,蝎子
小龙虾,需要,空气
小龙虾,需要,调料
小龙虾,有,多种味道
小龙虾,有,多种型号
小龙虾,有,多种种类
小龙虾,有,胡子
小龙虾,有,龙须
小龙虾,有,肉
小龙虾,有,身体
小龙虾,有,虾壳
小龙虾,有,虾钳
小龙虾,有,虾肉
小麦,需要,水
小麦,需要,种植
小麦,需要,阳光
小麦,有,麦穗
小麦,是,谷物
小麦,需要,土
小麦,是,农作物
小麦,需要,空气
小麦,有,叶子
小麦,是,黄色的
小麦,需要,收割
小麦,有,根
小麦,有,果实
小麦,是,粮食
小麦,像,米
小麦,像,水稻
小麦,有,皮
小麦,需要,肥料
小麦,有,麦秆
小麦,有,麦粒
小麦,有,营养
小麦,可以,饱腹
小麦,可以,酿酒
小麦,是,金色的
小麦,是,主食
小麦,像,大麦
小麦,有,多种种类
小麦,有,茎
小麦,可以,磨成面粉
小麦,可以,磨粉
小麦,可以,磨面粉
小麦,其他,丰收
小麦,是,颗粒的
小麦,像,稻子
小麦,像,豆子
小麦,像,高粱
小麦,像,韭菜
小麦,像,扫帚
小麦,像,小米
小麦,需要,采摘
小麦,需要,灌溉
小麦,有,多种产地
小麦,有,壳
小麦,有,种子
小米,是,粮食
小米,是,米
小米,可以,熬粥
小米,是,黄色的
小米,是,谷物
小米,需要,水
小米,需要,制造
小米,需要,种植
小米,有,营养
小米,可以,买卖
小米,可以,饱腹
小米,其他,华为
小米,是,白色的
小米,是,一种谷物
小米,需要,熬
小米,需要,肥料
小米,需要,收割
小米,需要,阳光
小米,需要,煮
小米,有,多种型号
小米,有,多种颜色
小米,有,多种种类
小提琴,有,琴弦
小提琴,可以,演奏
小提琴,像,大提琴
小提琴,有,琴身
小提琴,是,木的
小提琴,需要,保养
小提琴,有,弓
小提琴,有,弦
小提琴,可以,发声
小提琴,是,优雅的
小提琴,需要,调音
小提琴,可以,观赏
小提琴,可以,拉
小提琴,是,弦类
小提琴,像,二胡
小提琴,需要,维护
小提琴,有,琴弓
小提琴,可以,伴奏
小提琴,可以,弹
小提琴,像,吉他
小提琴,需要,练习
小提琴,需要,学习
小提琴,有,琴头
小提琴,可以,摆放
小提琴,可以,表演
小提琴,可以,弹奏乐曲
小提琴,是,国外的
小提琴,是,好看的
小提琴,是,精致的
小提琴,是,提琴
小提琴,是,棕色的
小提琴,像,葫芦
小提琴,像,女人
小提琴,像,琵琶
小提琴,像,中提琴
小提琴,需要,爱护
小提琴,需要,技术
小提琴,需要,松香
小提琴,有,多种样式
小提琴,有,弧度
鞋,可以,穿
鞋,可以,保护
鞋,可以,保护脚
鞋,有,鞋底
鞋,有,鞋带
鞋,像,船
鞋,有,多种样式
鞋,需要,清洗
鞋,可以,保暖
鞋,是,必需品
鞋,是,生活用品
鞋,其他,脚
鞋,可以,买卖
鞋,需要,制造
鞋,有,多种颜色
鞋,有,鞋帮
鞋,有,多种材质
鞋,有,多种型号
鞋,有,皮鞋
鞋,有,鞋面
鞋,可以,搭配衣服
鞋,是,装备
鞋,像,袜子
鞋,有,布
鞋,有,高跟鞋
鞋,有,鞋垫
鞋,有,鞋跟
鞋,有,运动鞋
鞋,可以,跑
鞋,可以,御寒
鞋,可以,运动
鞋,是,好看的
鞋,是,时尚的
鞋,像,木屐
鞋,像,香蕉
鞋,需要,更换
鞋,需要,合脚
鞋,需要,刷洗
鞋,有,多种种类
鞋,有,两只
鞋,有,靴子
鞋带,有,多种颜色
鞋带,是,绳子
鞋带,是,带子
鞋带,是,长的
鞋带,其他,鞋
鞋带,可以,绑
鞋带,可以,系
鞋带,需要,清洗
鞋带,有,多种长度
鞋带,是,条状的
鞋带,像,蛇
鞋带,是,软的
鞋带,是,细的
鞋带,像,面条
鞋带,像,丝带
鞋带,需要,制造
鞋带,有,多种材质
鞋带,可以,买卖
鞋带,可以,系在鞋上
鞋带,需要,系紧
鞋带,可以,保护
鞋带,可以,保护脚
鞋带,可以,穿
鞋带,可以,打结
鞋带,可以,系紧
鞋带,可以,系鞋子
鞋带,是,圆形
鞋带,像,毛线
鞋带,像,米线
鞋带,需要,打结
鞋带,需要,系在鞋上
鞋带,有,不同粗细
鞋带,有,多种样式
鞋带,有,多种种类
鞋带,有,两条
鞋垫,可以,保暖
鞋垫,有,布
鞋垫,其他,脚
鞋垫,需要,清洗
鞋垫,是,垫子
鞋垫,是,软的
鞋垫,是,生活用品
鞋垫,需要,鞋底
鞋垫,需要,制造
鞋垫,有,多种材质
鞋垫,有,多种种类
鞋垫,可以,保护
鞋垫,其他,鞋
鞋垫,需要,缝纫
鞋垫,有,毛
鞋垫,有,线
鞋垫,可以,保护脚
鞋垫,可以,买卖
鞋垫,是,棉的
鞋垫,是,舒服的
鞋垫,需要,更换
鞋垫,有,多种型号
鞋垫,有,多种样式
鞋垫,可以,穿
鞋垫,可以,垫脚
鞋垫,可以,垫鞋
鞋垫,可以,垫在鞋子里
鞋垫,是,附属品
鞋垫,是,鞋里的
鞋垫,像,姨妈巾
鞋垫,像,纸
鞋垫,有,图像
鞋柜,可以,放鞋
鞋柜,是,柜子
鞋柜,是,木的
鞋柜,有,格子
鞋柜,像,衣柜
鞋柜,有,门
鞋柜,可以,买卖
鞋柜,可以,收纳鞋子
鞋柜,是,分层的
鞋柜,需要,清理
鞋柜,是,容器
鞋柜,需要,擦
鞋柜,需要,制造
鞋柜,有,很多层
鞋柜,有,鞋
鞋柜,是,多层的
鞋柜,像,书柜
鞋柜,像,书架
鞋柜,需要,安装
鞋柜,需要,打扫
鞋柜,需要,干燥
鞋柜,需要,设计
鞋柜,有,架子
心脏,是,器官
心脏,需要,保护
心脏,可以,跳
心脏,有,血液
心脏,是,重要的
心脏,可以,供血
心脏,其他,人
心脏,有,心房
心脏,有,心室
心脏,像,爱心
心脏,有,血管
心脏,是,红色的
心脏,像,桃子
心脏,像,泵
心脏,像,拳头
心脏,可以,泵血
心脏,可以,搏动
心脏,可以,捐赠
心脏,可以,提供动力
心脏,可以,为血液流动提供动力
心脏,是,必需品
心脏,是,脆弱的
心脏,是,有力的
心脏,需要,动力
心脏,需要,氧气
心脏,有,动脉
心脏,有,肌肉
心脏,有,两个心房
心脏,有,两个心室
心脏,有,神经
心脏,有,细胞
心脏,有,心肌
信封,是,纸
信封,需要,邮票
信封,是,袋子
信封,有,封口
信封,需要,胶水
信封,有,多种颜色
信封,可以,保护
信封,可以,寄信
信封,像,明信片
信封,需要,贴邮票
信封,有,多种型号
信封,有,多种样式
信封,可以,包装
信封,可以,买卖
信封,可以,邮寄
信封,是,文具
信封,需要,密封
信封,需要,粘贴
信封,可以,保护信
信封,可以,收藏
信封,可以,写地址
信封,是,白色的
信封,是,薄的
信封,是,黄色的
信封,像,红包
信封,需要,爱护
信封,需要,保存
信封,需要,黏贴
信封,需要,制造
信封,有,文字
信封,有,邮编
信天翁,可以,飞
信天翁,有,翅膀
信天翁,有,羽毛
信天翁,需要,水
信天翁,有,嘴巴
信天翁,需要,空气
信天翁,是,海上的
信天翁,像,鸽子
信天翁,有,眼睛
信天翁,是,白色的
信天翁,是,大的
信天翁,可以,观赏
信天翁,可以,滑翔
信天翁,像,飞机
信天翁,像,海鸥
信天翁,需要,天空
信天翁,有,爪子
信天翁,像,老鹰
信天翁,需要,保护
信天翁,需要,睡觉
信天翁,需要,饲养
信天翁,需要,鱼
信天翁,有,鼻子
信天翁,有,多种颜色
信天翁,有,尖嘴巴
信天翁,有,腿
信箱,可以,放信
信箱,是,盒子
信箱,是,箱子
信箱,有,信
信箱,有,锁
信箱,是,金属
信箱,是,绿色的
信箱,需要,邮递员
信箱,有,多种颜色
信箱,可以,寄信
信箱,可以,收信
信箱,可以,投信
信箱,有,口
信箱,可以,打开
信箱,是,方形的
信箱,是,空的
信箱,需要,定期查看
信箱,需要,人
信箱,需要,钥匙
信箱,有,多种型号
信箱,有,多种样式
信箱,有,开口
信箱,有,壳
信箱,有,投递口
信纸,可以,写字
信纸,是,纸
信纸,可以,写信
信纸,需要,制造
信纸,可以,买卖
信纸,有,横线
信纸,有,多种样式
信纸,是,文具
信纸,可以,邮寄
信纸,是,白色的
信纸,像,稿纸
信纸,有,格子
信纸,可以,传递信息
信纸,可以,绘画
信纸,可以,通讯
信纸,是,通讯工具
信纸,是,正式的
信纸,像,书
信纸,需要,保存
信纸,需要,防水
信纸,需要,干燥
信纸,需要,信封
信纸,需要,印刷
信纸,需要,纸浆
信纸,有,多种材质
信纸,有,多种厚度
信纸,有,多种型号
信纸,有,抬头
星星,有,光
星星,可以,发光
星星,是,天体
星星,可以,观赏
星星,需要,观测
星星,是,亮的
星星,是,恒星
星星,像,眼睛
星星,像,灯
星星,可以,旋转
星星,是,小的
星星,像,钻石
星星,有,多种形状
星星,是,大的
星星,是,行星
星星,是,天上的
星星,像,地球
星星,像,萤火虫
星星,需要,宇宙
星星,有,多种型号
星星,有,多种种类
星星,可以,闪
星星,可以,许愿
星星,可以,研究
星星,可以,移动
星星,是,好看的
星星,是,可见的
星星,是,遥远的
星星,是,宇宙中的天体
星星,像,宝石
星星,像,流星
星星,像,水晶
星星,像,月亮
星星,像,珠宝
星星,需要,太阳光
星星,需要,天空
星星,需要,望远镜
星星,有,行星
星星,有,彗星
星星,有,坑
星星,有,体积
星星,有,土
猩猩,像,猴子
猩猩,像,人
猩猩,有,毛
猩猩,有,四肢
猩猩,是,哺乳类
猩猩,需要,水
猩猩,需要,睡觉
猩猩,需要,空气
猩猩,有,身体
猩猩,有,尾巴
猩猩,有,眼睛
猩猩,有,嘴巴
猩猩,是,黑色的
猩猩,有,鼻子
猩猩,是,灵长类
猩猩,有,手
猩猩,可以,爬树
猩猩,像,狒狒
猩猩,需要,保护
猩猩,有,头
猩猩,可以,观赏
猩猩,可以,跑
猩猩,需要,香蕉
猩猩,可以,捕猎
猩猩,可以,繁衍
猩猩,可以,攀爬
猩猩,是,聪明的
猩猩,像,猿
猩猩,有,多种种类
猩猩,有,耳朵
猩猩,有,手臂
猩猩,有,牙齿
猩猩,可以,行走
猩猩,可以,交流
猩猩,可以,模仿人类
猩猩,可以,跳
猩猩,可以,训练
猩猩,可以,驯化
猩猩,其他,动物园
猩猩,其他,很聪明
猩猩,是,大的
猩猩,需要,栖息地
猩猩,需要,阳光
猩猩,有,多种型号
猩猩,有,脚
猩猩,有,智慧
杏仁,是,坚果
杏仁,有,皮
杏仁,是,药
杏仁,像,瓜子
杏仁,是,苦的
杏仁,是,甜的
杏仁,像,巴旦木
杏仁,有,果实
杏仁,有,壳
杏仁,需要,种植
杏仁,有,营养
杏仁,是,硬的
杏仁,需要,水
杏仁,需要,阳光
杏仁,有,果肉
杏仁,是,果
杏仁,是,黄色的
杏仁,是,种子
杏仁,需要,剥开
杏仁,需要,空气
杏仁,是,白色的
杏仁,是,干的
杏仁,是,香的
杏仁,像,花生
杏仁,像,水珠
杏仁,需要,炒
杏仁,需要,清洗
杏仁,有,果核
杏仁,有,果仁
杏仁,有,维生素
杏仁,有,油
杏子,需要,采摘
杏子,需要,清洗
杏子,有,果核
杏子,有,皮
杏子,是,好吃的
杏子,是,黄色的
杏子,是,酸的
杏子,像,李子
杏子,需要,水
杏子,可以,买卖
杏子,是,甜的
杏子,是,香的
杏子,像,桃子
杏子,需要,阳光
杏子,需要,种植
杏子,有,果肉
杏子,有,果实
杏子,是,树上的
杏子,是,小的
杏子,是,药
杏子,像,黄桃
杏子,像,屁股
杏子,像,球
杏子,需要,空气
杏子,需要,土
杏子,有,多种种类
杏子,有,毛
杏子,有,维生素
杏子,有,味道
杏子,有,杏仁
杏子,有,营养
熊,有,毛
熊,有,爪子
熊,是,大的
熊,是,肉食类
熊,是,凶的
熊,有,皮肤
熊,有,四肢
熊,有,眼睛
熊,是,哺乳类
熊,需要,保护
熊,需要,冬眠
熊,需要,水
熊,有,厚的毛
熊,可以,捕猎
熊,是,黑色的
熊,是,可爱的
熊,是,棕色的
熊,需要,饲养
熊,需要,远离
熊,有,熊掌
熊,有,牙齿
熊,有,嘴巴
熊,可以,抱
熊,可以,观赏
熊,可以,爬树
熊,可以,拍照
熊,是,玩具
熊,像,北极熊
熊,像,狗熊
熊,像,怪兽
熊,需要,睡觉
熊,需要,小心
熊,需要,阳光
熊,有,鼻子
熊,有,大脑
熊,有,多种种类
熊,有,锋利的爪子
熊,有,狗熊
熊,有,身体
熊猫,需要,竹子
熊猫,是,国宝
熊猫,像,熊
熊猫,需要,水
熊猫,可以,爬树
熊猫,是,黑色的
熊猫,是,白色的
熊猫,需要,保护
熊猫,有,眼睛
熊猫,是,黑白的
熊猫,有,黑眼圈
熊猫,有,毛
熊猫,可以,观赏
熊猫,像,狗熊
熊猫,需要,空气
熊猫,需要,睡觉
熊猫,有,耳朵
熊猫,有,嘴巴
熊猫,是,哺乳类
熊猫,是,可爱的
熊猫,有,四肢
熊猫,可以,卖萌
熊猫,有,鼻子
熊猫,可以,繁衍
熊猫,是,猫科
熊猫,有,腿
熊猫,有,爪子
熊猫,其他,憨态可掬
熊猫,是,玩具
熊猫,像,猫
熊猫,像,毛绒玩具
熊猫,像,小熊猫
熊猫,需要,爱护
熊猫,需要,呼吸
熊猫,需要,饲养
熊猫,需要,阳光
熊猫,有,大脑
熊猫,有,多种种类
熊猫,有,脚
熊猫,有,手
熊猫,有,尾巴
熊猫,有,牙齿
旋转门,是,门
旋转门,可以,旋转
旋转门,是,玻璃
旋转门,需要,电
旋转门,像,旋转木马
旋转门,是,圆形
旋转门,是,透明的
旋转门,其他,酒店
旋转门,是,自动的
旋转门,有,齿轮
旋转门,有,轴承
旋转门,可以,进出
旋转门,可以,抗风
旋转门,其他,建筑
旋转门,是,出入口
旋转门,是,高档的
旋转门,是,木的
旋转门,像,风车
旋转门,像,风扇
旋转门,像,扇子
旋转门,像,陀螺
旋转门,需要,安装
旋转门,需要,擦
旋转门,需要,动力
旋转门,需要,小心
旋转门,有,把手
旋转门,有,多种种类
旋转门,有,门板
旋转椅,是,椅子
旋转椅,可以,旋转
旋转椅,有,轮子
旋转椅,需要,制造
旋转椅,有,靠背
旋转椅,有,座垫
旋转椅,是,办公用品
旋转椅,有,扶手
旋转椅,是,金属
旋转椅,是,用具
旋转椅,有,转轴
旋转椅,需要,维护
旋转椅,可以,买卖
旋转椅,可以,休息
旋转椅,是,木的
旋转椅,是,舒服的
旋转椅,像,轮椅
旋转椅,需要,清洗
旋转椅,有,布
旋转椅,有,多种样式
旋转椅,可以,滑动
旋转椅,可以,升降
旋转椅,可以,娱乐
旋转椅,是,工具
旋转椅,是,灵活的
旋转椅,是,生活用品
旋转椅,是,塑料
旋转椅,是,玩具
旋转椅,像,沙发
旋转椅,像,陀螺
旋转椅,像,旋转木马
旋转椅,需要,安装
旋转椅,需要,擦
旋转椅,需要,打磨
旋转椅,需要,检查
旋转椅,需要,设计
旋转椅,需要,稳定
旋转椅,需要,修理
旋转椅,有,多种型号
旋转椅,有,多种颜色
旋转椅,有,螺丝
旋转椅,有,椅背
旋转椅,有,轴承
雪花,是,白色的
雪花,是,水
雪花,可以,融化
雪花,需要,低温
雪花,是,冰冷的
雪花,像,花
雪花,可以,堆雪人
雪花,是,晶体
雪花,可以,观赏
雪花,是,现象
雪花,是,雪
雪花,是,自然的
雪花,有,多种形状
雪花,可以,打雪仗
雪花,是,纯洁的
雪花,是,冬季的
雪花,是,固体
雪花,像,盐
雪花,是,好看的
雪花,是,小的
雪花,像,棉花
雪花,有,多种样式
雪花,可以,降温
雪花,可以,拍照
雪花,可以,饮用
雪花,可以,娱乐
雪花,是,分形的
雪花,是,六角形
雪花,是,啤酒品牌
雪花,像,鹅毛
雪花,像,水晶
雪花,像,羽毛
雪花,像,钻石
雪花,需要,保存
雪花,需要,凝结核
雪花,需要,水汽饱和
雪花,需要,天空
雪花,有,六瓣
雪花,有,温度
雪茄,是,烟
雪茄,可以,抽
雪茄,是,香烟
雪茄,需要,点火
雪茄,是,有害的
雪茄,像,棍棒
雪茄,可以,买卖
雪茄,可以,送礼
雪茄,可以,吸
雪茄,是,尼古丁
雪茄,需要,打火机
雪茄,有,多种品牌
雪茄,可以,燃烧
雪茄,可以,吸食
雪茄,是,高档的
雪茄,是,圆柱形
雪茄,是,棕色的
雪茄,需要,保存
雪茄,需要,火
雪茄,需要,制造
雪茄,有,多种种类
雪茄,有,烟味
雪茄,有,烟嘴
雪茄,可以,抽烟
雪茄,可以,减压
雪茄,可以,冒烟
雪茄,可以,上瘾
雪茄,是,粗的
雪茄,是,贵的
雪茄,是,烟草制品
雪茄,像,手指
雪茄,需要,干燥
雪茄,需要,火柴
雪茄,有,包装
雪茄,有,毒
雪茄,有,气味
雪茄,有,味道
雪球,是,雪
雪球,是,白色的
雪球,是,冰冷的
雪球,像,球
雪球,是,圆形
雪球,可以,打雪仗
雪球,可以,滚动
雪球,可以,娱乐
雪球,需要,低温
雪球,有,水
雪球,有,多种型号
雪球,像,冰淇淋
雪球,可以,堆雪人
雪球,可以,打人
雪球,可以,观赏
雪球,像,足球
雪球,有,冰
雪球,可以,降温
雪球,可以,融化
雪球,是,冬季的
雪球,是,固体
雪球,是,晶体
雪球,像,豆腐球
雪球,像,篮球
雪球,像,毛线球
雪球,像,皮球
雪球,像,丸子
雪球,需要,保存
雪球,需要,挤压
雪绒花,是,花
雪绒花,可以,观赏
雪绒花,是,白色的
雪绒花,需要,水
雪绒花,像,雪
雪绒花,需要,阳光
雪绒花,有,花瓣
雪绒花,是,歌曲
雪绒花,需要,土
雪绒花,有,根
雪绒花,需要,空气
雪绒花,有,花蕊
雪绒花,有,茎
雪绒花,有,叶子
雪绒花,可以,唱
雪绒花,是,草
雪绒花,是,香的
雪绒花,像,棉花
雪绒花,需要,种植
雪绒花,是,药
雪绒花,有,歌词
雪绒花,有,毛
雪绒花,可以,美容
雪绒花,其他,被誉为阿尔卑斯山的名花
雪绒花,是,冰冷的
雪绒花,是,冬季的
雪绒花,是,国花
雪绒花,是,软的
雪绒花,是,有名的
雪绒花,像,窗花
雪绒花,需要,低温
雪绒花,需要,营养
雪绒花,有,多种形状
雪绒花,有,多种种类
雪绒花,有,味道
血管,有,血液
血管,是,管
血管,像,水管
血管,需要,保护
血管,是,红色的
血管,是,器官
血管,像,吸管
血管,需要,畅通
血管,是,细的
血管,是,长的
血管,像,树枝
血管,可以,输送血液
血管,有,动脉
血管,有,多种型号
血管,有,多种种类
血管,有,毛细血管
血管,有,细胞
血管,有,血管壁
血管,可以,输血
血管,可以,通行
血管,其他,动脉
血管,是,绿色的
血管,是,组织
血管,像,电路
血管,像,绳子
血管,需要,检查
血管,需要,通畅
血管,需要,氧气
血管,需要,营养
血管,有,不同粗细
血管,有,温度
血压计,可以,测量血压
血压计,有,水银
血压计,可以,测血压
血压计,是,器械
血压计,需要,电
血压计,可以,量血压
血压计,是,仪器
血压计,有,屏幕
血压计,可以,测血压的
血压计,是,电子的
血压计,是,工具
血压计,有,绑带
血压计,有,刻度
血压计,有,听诊器
血压计,可以,测量
血压计,是,玻璃
血压计,像,气球
血压计,像,温度计
血压计,有,多种种类
血压计,有,袖带
血压计,其他,胳膊
血压计,是,冰冷的
血压计,是,机器
血压计,是,家居用品
血压计,是,塑料
血压计,是,玩具
血压计,是,用具
血压计,像,打气筒
血压计,像,盒子
血压计,像,手表
血压计,像,体温计
血压计,需要,安静
血压计,需要,绑
血压计,需要,检查
血压计,有,检压计
血压计,有,壳
血压计,有,气囊
血液,是,红色的
血液,是,液体
血液,是,流动的
血液,有,水
血液,像,番茄酱
血液,有,多种颜色
血液,有,血浆
血液,像,颜料
血液,有,白细胞
血液,有,红细胞
血液,有,血细胞
血液,是,粘稠的
血液,有,细胞
血液,有,血小板
血液,可以,供氧
